Job_Title,Salary_Estimate,Job_Description,Rating,Company_Name,Location,Headquarters,Size,Founded,Type_Of_Ownership,Industry,Sector,Revenue,Competitors
Data Scientist,$115K (Employer est.),"LOCATION 4287 Route 130 S Edgewater Park NJ US 08010
Overview
The Data Scientist I will support business areas including Merchandising, Allocations, Marketing, IT and Supply Chain Analytics teams with insights gained from analyzing Burlington and external data. This associate will utilize theirexperience using a variety of data mining/data analysis methods, using a variety of data tools building and implementing models, using/creating algorithms and creating/running simulations.
Burlington is committed to being an employer of choice. We offer a competitive wage and benefit package including a generous paid time off plan, a company matched 401(k) and an associate discount. Our associates make a difference in the lives of customers, colleagues, and our communities through various social responsibility initiatives. As a growing company, we offer a variety of professional development and career growth opportunities.",3.3,Burlington Stores,"Edgewater Park, NJ",-1,10000+ Employees,1972,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$5 to $10 billion (USD),-1
Data Scientist,$115K (Employer est.),"Accelerate Your Career
Drive global technology

With more than $2 billion in revenues, CDK Global is a leading global provider of integrated information technology and digital marketing solutions to the automotive retail and adjacent industries. Focused on enabling end-to-end automotive commerce, CDK provides solutions to dealers in more than 100 countries around the world, serving approximately 28,000 retail locations and most automotive manufacturers. CDK Global solutions automate and integrate critical processes from pre-sale targeted advertising to the sale, financing, insurance, parts supply, repair and maintenance of vehicles, with an increasing focus on utilizing data analytics and predictive intelligence.

We’re large enough to make a difference but small enough for your voice to be heard. This means that we are an organization where every person matters. You can make an impact on the success of our business and that of our customers regardless of what career you decide to pursue.",3.5,CDK Global,"Hoffman Estates, IL",-1,5001 to 10000 Employees,2014,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1
Data Scientist,$115K (Employer est.),"Grainger is a global leading broad line supplier of facilities maintenance products serving businesses and institutions. Our 18,000 employees are driven to serve customers and the community in exceptional ways focusing on delivering the highest level of service. The Grainger team works closely with customers to better understand their challenges and provide cost-saving solutions. Grainger's employees serve customers more than 115,000 times every day through multiple channels. As part of a high-performing team, you’ll be able to develop your talents, and make a difference. Grainger is a Fortune 500 company and a perennial member of Fortune magazine's Most Admired Companies list.

This role typically is located in either our downtown Chicago office or our Lake Forest headquarters, but due to COVID-19 will be fully virtual until further notice. Once these office locations have a return to work plan, the team member will be required to be on-site.",3.9,Grainger,"Chicago, IL",-1,10000+ Employees,1927,Company - Public,Wholesale,Business Services,$10+ billion (USD),-1
Research Data Scientist,$115K (Employer est.),"The Infrastructure Quantitative Engineering group is responsible for the strategic analysis to support and enable the continued growth critical to Facebook’s infrastructure organization. We are applied quantitative and computational experts using math, statistics and machine learning to measure & optimize cost, performance, reliability and efficiency of Facebook’s infrastructure & global telecom systems to deliver the best experience to our global audience. The ideal candidate will be passionate about Facebook, have strong analytical and modeling aptitude and has experience using data to drive cost effective decision making.
Build pragmatic, scalable, and statistically rigorous solutions to large-scale web, mobile and data infrastructure problems by leveraging or developing state-of-the-art statistical and machine learning methodologies on top of Facebook's unparalleled data infrastructure
Work cross-functionally to define problem statements, collect data, build analytical models and make recommendations
Build and maintain data driven optimization models, experiments, forecasting algorithms, and machine learning models
#LI-REMOTE",4.4,Facebook,"Menlo Park, CA",-1,10000+ Employees,2004,Company - Public,Internet,Information Technology,$5 to $10 billion (USD),-1
"Product Data Scientist, Discover",$115K (Employer est.),"Snap Inc. is a camera company. We believe that reinventing the camera represents our greatest opportunity to improve the way people live and communicate. Our products empower people to express themselves, live in the moment, learn about the world, and have fun together.
Snapchat is the camera used by millions of people every day to Snap with family, watch Stories from friends, see events from around the world, and explore expertly curated content from top publishers. In short, we are a passionate team working hard to build the best platform in the world for communication and storytelling.
We are looking for a Data Scientist to join our Product team at Snap Inc! Working from our San Francisco office, you will use data to help the team understand what is working, what to improve and what gaps we have. Partnering with Product, Design and Engineering, you will be a core member in driving our overall roadmap and long-term strategy
What you’ll do:",4.0,Snapchat,"San Francisco, CA",-1,1001 to 5000 Employees,2011,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Data Scientist-Junior,$115K (Employer est.),"Business Group Highlights


Defense
The Defense group supports the Department of Defense (DoD) mission to keep our homeland and its citizens safe. We provide solutions to improve the Nation's defense by providing software, systems engineering, IT, training and logistics and fleet management solutions.


Responsibilities

This position is for a large contract for the Army, providing leadership and support existing systems, processes, and policies as well as working to implement new technologies and processes in support of the client’s mission to provide Intelligence training and technologies to military personnel.",3.6,Perspecta,"Washington, DC",-1,10000+ Employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1
Data Scientist,$115K (Employer est.),"About City of Hope
City of Hope, an innovative biomedical research, treatment and educational institution with over 6000 employees, is dedicated to the prevention and cure of cancer and other life-threatening diseases and guided by a compassionate, patient-centered philosophy.

Founded in 1913 and headquartered in Duarte, California, City of Hope is a remarkable non-profit institution, where compassion and advanced care go hand-in-hand with excellence in clinical and scientific research. City of Hope is a National Cancer Institute designated Comprehensive Cancer Center and a founding member of the National Comprehensive Cancer Network, an alliance of the nation’s leading cancer centers that develops and institutes standards of care for cancer treatment.

Position Summary
The Data Scientist in this role will query and analyze large complex datasets to discover insights to apply to an evolving cancer care delivery environment. The Data Scientist will use data mining, statistics and machine learning to understand relationships and patterns in data, build predictive models and propose actionable solutions.










City of Hope is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, sexual orientation, gender identity, age, status as a protected veteran, or status as a qualified individual with disability.",3.5,City of Hope,"Duarte, CA",-1,5001 to 10000 Employees,1913,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),-1
Sr Data Scientist,$115K (Employer est.),"Job Summary:
Cloud Platform Engineering creates software solutions in the cloud and for Disney teams to operate in the cloud. We enable them to do more in the cloud securely, and in less time. You will be the first Data Scientist to join this team! We do so by providing:
cloud account provisioning and automation
centralized cloud logging, operational and best practices insights
cloud cost related analytics and avoidance recommendations

Responsibilities:",4.1,The Walt Disney Company (Corporate),"Seattle, WA",-1,10000+ Employees,1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD),-1
Research Data Scientist,$115K (Employer est.),"IAI is looking for a talented research scientist to contribute to research and development efforts in machine learning, graph theory, and scientific software development. The candidate will incorporate novel ideas and improve the state of the art on advanced projects related to processing of large networks, analyzing data in high dimensions and implementing high performance computing software. Additionally, the candidate will develop a portfolio of related research by extending existing work and proposing new methods with novel application domains.

You are highly encouraged to apply if you enjoy working with data and algorithms, passionate about understanding how things work, want to solve complex problems and strive to stay current on the technology and literature in areas of high performance computing, network analysis and machine learning.",3.7,Intelligent Automation,"Rockville, MD",-1,51 to 200 Employees,1987,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD),-1
Sr Data Scientist,$115K (Employer est.),"Leads and participates in the development, validation and delivery of algorithms, statistical models and reporting tools. Solves complex analytical problems.
Develops and/or uses algorithms and statistical predictive models and determines analytical approaches and modeling techniques to evaluate scenarios and potential future outcomes. Performs analyses of structured and unstructured data to solve multiple and/or complex business problems utilizing advanced statistical techniques and mathematical analyses and broad knowledge of the organization and/or industry. Collaborates with business partners to understand their problems and goals, develop predictive modeling, statistical analysis, data reports and performance metrics. Develops and participates in presentations and consultations to existing and prospective constituents on analytics results and solutions. Interacts with internal and external peers and managers to exchange complex information related to areas of specialization. Use strong knowledge in algorithms and predictive models to investigate problems, detect patterns and recommend solutions. Use strong programming skills to explore, examine and interpret large volumes of data in various forms.

Required Qualifications
Demonstrates strong ability to communicate technical concepts and implications to business partners.
Anticipates and prevents problems and roadblocks before they occur.
Strong knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources.
Demonstrates proficiency in most areas of mathematical analysis methods, machine learning, statistical analyses, and predictive modeling and in-depth specialization in some areas.


5 or more years of progressively complex related experience.


Bachelor's degree or equivalent work experience in Mathematics, Statistics, Computer Science, Business Analytics, Economics, Physics, Engineering, or related discipline.
Master’s degree or PhD preferred.


At CVS Health, we are joined in a common purpose: helping people on their path to better health. We are working to transform health care through innovations that make quality care more accessible, easier to use, less expensive and patient-focused. Working together and organizing around the individual, we are pioneering a new approach to total health that puts people at the heart.",3.1,CVS Health,"Chicago, IL",-1,10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Health Care,$10+ billion (USD),-1
Senior Data Scientist (Remote-friendly),$115K (Employer est.),"At Noom, we use scientifically proven methods to help our users create healthier lifestyles, and manage important conditions like Type-II Diabetes, Obesity, and Hypertension. Our Engineering team is at the forefront of this challenge, solving complex technical and UX problems on our mobile apps that center around habits, behavior, and lifestyle.
We are looking for a Data Scientist to join our Data team and help us ensure that we apply the best approaches to data analysis and research, artificial intelligence, and machine learning.
What You’ll Like About Us:
We work on problems that affect the lives of real people. Our users depend on us to make positive changes to their health and their lives.
We base our work on scientifically-proven, peer-reviewed methodologies that are designed by medical professionals.",4.3,Noom Inc.,"New York, NY",-1,1001 to 5000 Employees,2008,Company - Private,"Health, Beauty, & Fitness",Consumer Services,Unknown / Non-Applicable,-1
Data Scientist,$115K (Employer est.),"Key Accountabilities
The Advanced Analytics - Data Scientist would be a hands-on problem solver with a business oriented, results driven , self-starter mindset . In order to succeed in this role the applicant should be a very strong team player , eager to take on challenges and responsibility of increasing complexity, have impeccable attention to detail , be able to work independently , able to successfully complete analytics projects within time with the business outcome in mind, apply scientific rigor to analyses and models, be able to improvise and solve problems in the absence of perfect data and be able to simplify and communicate complex results to key business stakeholders via presentation and visualization tools.
Ideal candidate will design , develop, and execute key quantitative/modeling projects to drive improvement in retention and acquisition win-rates as well as contribution margin / profitability. Excellent communication and inter-personal skills are vital to success in this role.",3.5,Vistra Corporate Services Company,"Irving, TX",-1,5001 to 10000 Employees,1996,Subsidiary or Business Segment,Utilities,"Oil, Gas, Energy & Utilities",Less than $1 million (USD),-1
Sr. Data Scientist,$115K (Employer est.),"Job Summary Responsible for leveraging internal and external data to provide insights and information which supports a facts-based decision making process. Provides input into strategy, analysis methods and tool selection. Acts as a key contributor in a complex and crucial environment. May lead teams or projects and shares expertise.
Job Description

Description:
Freewheel is currently looking to recruit a Sr. Data Scientist to join our Data Science Team. This role will be responsible for supporting product development efforts related to machine learning, optimization methods, and statistical model building. This role will work very closely with engineering and product management staff to support the development of innovative approaches to the next generation of ad tech products. Required Skills:
Implement ad tech solutions leveraging statistical models and machine learning methods
Identify key data questions and conducting exploratory analyses
Building forecasting methods for advertising use cases
Applying optimization methods for ad scheduling applications
Effectively leveraging key functionality in AWS and Spark-based technologies
Researching and applying new technologies and analytical methods.
Applying advanced data visualization to provide key insights
Working independently and as part of a broader team across multiple project

Desired Skills and Experience
Bachelor’s degree in a technical field such as Data Science, Computer Science, Engineering, Business Analytics, Mathematics, Statistics, or Operations Research, Master’s or PhD a plus
At least 3 of experience with Python, SQL, and analytical model implementation
Experience with Optimization Models such as Linear and Nonlinear Programming
Skilled at data mangling and manipulation
Experience with data visualization tools and programming packages
Strong analytical and problem-solving skills; ability to work creatively in problem solving environment
Experience using AWS or other cloud-based platforms
Proven ability to deliver on complex projects within deadlines
Ability to communicate technical concepts to a non-technical audience
Strong interest in advertising technology


Understand our Operating Principles; make them the guidelines for how you do your job.
Own the customer experience - think and act in ways that put our customers first, give them seamless digital options at every touchpoint, and make them promoters of our products and services.
Know your stuff - be enthusiastic learners, users and advocates of our game-changing technology, products and services, especially our digital tools and experiences.
Win as a team - make big things happen by working together and being open to new ideas.
Be an active part of the Net Promoter System - a way of working that brings more employee and customer feedback into the company - by joining huddles, making call backs and helping us elevate opportunities to do better for our customers.
Drive results and growth.
Respect and promote inclusion & diversity.
Do what's right for each other, our customers, investors and our communities.


This information has been designed to indicate the general nature and level of work performed by employees in this role. It is not designed to contain or be interpreted as a comprehensive inventory of all duties, responsibilities and qualifications.

Comcast is an EOE/Veterans/Disabled/LGBT employer.

Education
Master's Degree
Relevant Work Experience
7-10 Years
Base pay is one part of the Total Rewards that Comcast provides to compensate and recognize employees for their work. Most sales positions are eligible for a Commission under the terms of an applicable plan, while most non-sales positions are eligible for a Bonus. Additionally, Comcast provides best-in-class Benefits. We believe that benefits should connect you to the support you need when it matters most, and should help you care for those who matter most. That’s why we provide an array of options, expert guidance and always-on tools, that are personalized to meet the needs of your reality – to help support you physically, financially and emotionally through the big milestones and in your everyday life. Please visit the compensation and benefits summary on our careers site for more details.",3.9,Comcast,"New York, NY",-1,10000+ Employees,1963,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),-1
Data Scientist,$115K (Employer est.),"DESCRIPTION:
Duties: Model datasets to predict activity within core markets, both global consumer financial activity and financial markets focusing on the Chinese market. Perform statistical modeling of quantitative/timeseries data and build AI Natural Language Processing models. Program implementation of the models and design and implementation of UI tools to allow the models to be used by non-data-scientist employees. Research and develop new AI techniques for analysis of alternative data. Advise portfolio managers on the incorporation of machine-learning into the investment processes.

QUALIFICATIONS:
Minimum education and experience required: This position requires a Master's degree in Mathematics, Statistics, Computer Science, or related field of study and three (3) years of experience in the job offered or three (3) years of experience as a Risk Manager, Algorithm Engineer, or related occupation. The employer will accept a PhD and one (1) year of experience in lieu of a Master's degree and three (3) years of experience.

This position requires one (1) year of experience with the following skills and technologies: data science and statistical modelling focusing on consumer finance data; machine learning and AI models for natural language processing; creating technology solutions using data, machine learning and AI to solve finance problems; Python quantitative libraries including numpy and pandas; R; C++; SQL; Matlab; deep learning libraries including tensorflow and scikit-learn; ElasticSearch; models including CNN/RNN and LSTM; and UI design tools and frameworks, including Angular JS or React.JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.

Equal Opportunity Employer/Disability/Veterans",3.8,"JPMorgan Chase Bank, N.A.","New York, NY",-1,10000+ Employees,1799,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),-1
"Data Scientist Trainee, Chubb Associate Program",$115K (Employer est.),"Data Scientist Trainee, Chubb Associate Program(Job Number: 336290)
Description

This position will be responsible for building, testing, validating and maintaining predictive models for pricing and underwriting functions within the Commercial Lines Analytics team. The position will contribute to innovative approaches to model development while building knowledge of the business context in which the models operate. Other responsibilities will include implementing and monitoring the usage of the models. The person will be expected to understand and analyze complex insurance risk factors and articulate results to the various stakeholders, including but not limited to underwriters, product managers and actuaries.
Qualifications
BS degree or higher in Data Science; Actuarial Science; Mathematics; Economics; Finance",3.6,Chubb,United States,-1,10000+ Employees,1792,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1
Data Scientist / Bioinformatician,$115K (Employer est.),"Title: Data Scientist / Bioinformatician



Location: Remote



About Akoya Biosciences, Inc.
Akoya Biosciences, Inc., The Spatial Biology Company™, is a fast-growing company that is developing
powerful staining and imaging tools that enable scientists and clinicians to gain a better understanding of
complex diseases such as cancer, immune disorders and neurodegenerative disease. Our CODEX®
platform can image more than 40 protein targets in a single sample and is ideal for biomarker discovery.
Our Phenoptics platform, the industry standard for multiplex immunofluorescence and
immunohistochemistry, provides the assay robustness and throughput necessary for translational
research studies on large sample numbers. Adoption of our technology by leading academic medical
centers and pharmaceutical companies will ensure healthy growth for years to come.



The Data Scientist / Bioinformatician will participate in development and testing of new
analytical pipelines for multiplex imaging data.










Machine Learning, Statistics or Applied Mathematics.",3.8,Akoya Biosciences,Remote,-1,51 to 200 Employees,-1,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD),-1
Data Scientist - Research & Economics,$115K (Employer est.),"Our policy data scientists support our policy issue experts around the world by conducting rigorous and objective research. The Economics team produces in-house research and collaborates with world-leading academics to understand our marketplace and improve our products.
About the Role
We are looking for an economics-minded data scientist to drive top cross-functional priorities for the company. In this role, you would be part of the Policy, Research and Economics team, which is led by the Chief Economist. Our team conducts research and analysis that forms the foundation for business decisions and our policy positions.
As a data scientist on this team, you would be encouraged to bring analytical and empirical rigor to bear on important questions relating to Uber's marketplace. We are seeking individuals with a background in economics or other quantitative social sciences, with an ability to think critically about a research question and design and implement data analysis and data pipelines in SQL/R/Python.",4.0,Uber,"San Francisco, CA",-1,10000+ Employees,2009,Company - Public,Internet,Information Technology,$10+ billion (USD),-1
Data Scientist,$115K (Employer est.),"Position Description:
Motorola Mobility is one of the world’s fastest growing smartphone providers, creating groundbreaking, affordable, high-quality products designed and built with the global customer in mind. And it’s our people who make this all happen. We are thinkers, risk-takers and problem solvers, working together to constantly challenge the status quo. If you share our commitment to ingenuity, creativity and innovation, we want you to help us define our world of tomorrow.
Lead the building & design of machine learning models, data architecture, and end-to-end pipelines to improve various aspects of service operations, such as customer service, risk reduction, fraud, and device diagnosis
Work cross functionally with operations and engineering teams to define and collect data to solve business problems",3.9,Lenovo,"Chicago, IL",-1,10000+ Employees,1984,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
"AI/ML - Sr Data Scientist - Experimentation, Siri Data",$115K (Employer est.),"Summary
Posted: Mar 15, 2021
Weekly Hours: 40
Role Number:200224869
Want to push the envelope on human-computer interaction at Apple? Contribute to a product that is redefining mobile and desktop computing, and work with the people who are building the intelligent assistant that helps millions of people get things done — just by asking? The Siri Data Organization improves Siri by using data as the voice of our customers. Within this organization the mission of the Analytics team is to inform the evolution of Siri through measurement and analysis of the user experience. Part of this mission is achieved through experimentation; as a Data Scientist in this space, you will help bring experimentation to life across the organization! Position can be located in Seattle or Boston.
Key Qualifications",4.3,Apple,"Seattle, WA",-1,10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
Staff Data Scientist - Interests,$115K (Employer est.),"Job Description

You will be a key member of the Interests Data Science team working closely with data scientists, engineers, and product managers to improve major new products like Topics and Lists Recommendation. You will design and analyze experiments, propose metrics to summarize and improve the performance of recommender systems, and help drive a deeper, quantitative understanding of interests and communities on Twitter.
Why it matters
Making it easier for users to find content related to their interests is core to Twitter’s strategy. The Interests data science team is on the leading edge of this work, and our analyses help motivate, design, and evaluate major product investments in this space.
What you’ll be doing",4.2,Twitter,"San Francisco, CA",-1,1001 to 5000 Employees,2006,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),-1
Senior Data Scientist,-1,"Working out of our Chevy Chase, MD/Washington DC office, GEICO’s Data Science team uses predictive analytics and innovative machine learning models to create value from data. We solve problems across GEICO, from Marketing to Claims and Underwriting, and are responsible for developing and driving strategic modeling initiatives. We see our projects through the entire data science lifecycle, from problem definition to data exploration, data munging, modeling, analysis, and deployment into production systems. We maintain a close partnership with IT to ensure that our models can be deployed quickly and monitored in a flexible deployment framework.
As a Senior Data Scientist, you will serve as a technical and thought leader on this diverse and highly skilled team. You will design and develop inventive solutions to drive innovation and delivery of organizational value. You’ll synthesize large datasets and solve complex problems through the use of advanced machine learning and statistical modeling. You’ll work in a highly collaborative, team environment, guiding and mentoring junior data scientists and collaborating with multiple stakeholders. You will assist management in the communication of insights and the implementation of impactful data science solutions across the organization.",3.5,GEICO,"Chevy Chase, MD",-1,10000+ Employees,1936,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),-1
"Product Data Scientist, Discover",-1,"Snap Inc. is a camera company. We believe that reinventing the camera represents our greatest opportunity to improve the way people live and communicate. Our products empower people to express themselves, live in the moment, learn about the world, and have fun together.
Snapchat is the camera used by millions of people every day to Snap with family, watch Stories from friends, see events from around the world, and explore expertly curated content from top publishers. In short, we are a passionate team working hard to build the best platform in the world for communication and storytelling.
We are looking for a Data Scientist to join our Product team at Snap Inc! Working from our San Francisco office, you will use data to help the team understand what is working, what to improve and what gaps we have. Partnering with Product, Design and Engineering, you will be a core member in driving our overall roadmap and long-term strategy
What you’ll do:",4.0,Snapchat,"San Francisco, CA",-1,1001 to 5000 Employees,2011,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
"AI/ML - Sr Data Scientist - Experimentation, Siri Data",-1,"Summary
Posted: Mar 15, 2021
Weekly Hours: 40
Role Number:200224869
Want to push the envelope on human-computer interaction at Apple? Contribute to a product that is redefining mobile and desktop computing, and work with the people who are building the intelligent assistant that helps millions of people get things done — just by asking? The Siri Data Organization improves Siri by using data as the voice of our customers. Within this organization the mission of the Analytics team is to inform the evolution of Siri through measurement and analysis of the user experience. Part of this mission is achieved through experimentation; as a Data Scientist in this space, you will help bring experimentation to life across the organization! Position can be located in Seattle or Boston.
Key Qualifications",4.3,Apple,"Seattle, WA",-1,10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
"AI/ML - Sr Data Scientist, Siri Data",-1,"Summary
Posted: Feb 18, 2021
Weekly Hours: 40
Role Number:200223706
Do you get excited by driving product impact via measurement and evaluation, for products and services used by hundreds of millions of people globally? The vision for the Siri Data organization is to improve Siri by using data as the voice of our customers. Within this organization the mission of the Search Analytics team is to inform product evolution through measurement, evaluation, and analysis of the user experience. You will partner with Search engineering teams to improve search quality and guide feature development with data, to deliver amazing search experiences across iPhone, iPad, HomePod, Mac, Watch, tv, across dozens of languages.
Key Qualifications",4.3,Apple,"Seattle, WA",-1,10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
Sr. Data Scientist,-1,"Sr. Data Scientist -INF0001YE
Description

Analytics Sr. Consultant – Sr. Data Scientist – R&D
Description
Headquartered in the heart of downtown Chicago, CNA is a leading commercial and specialty insurer, offering a diverse range of insurance products including Workers Compensation, Property, General Liability, Professional Liability, Cyber Insurance, Surety, and Warranty. We are one of the world leaders in underwriting non-medical professionals, from lawyers and accountants to architects and management consultants.
What CNA offers
A collaborative data science team with diverse skills and experiences, combined with deep expertise in statistical modeling, machine learning, and applications to insurance",3.6,CNA Insurance,"Chicago, IL",-1,1001 to 5000 Employees,1897,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1
"Data Scientist Trainee, Chubb Associate Program",-1,"Data Scientist Trainee, Chubb Associate Program(Job Number: 336290)
Description

This position will be responsible for building, testing, validating and maintaining predictive models for pricing and underwriting functions within the Commercial Lines Analytics team. The position will contribute to innovative approaches to model development while building knowledge of the business context in which the models operate. Other responsibilities will include implementing and monitoring the usage of the models. The person will be expected to understand and analyze complex insurance risk factors and articulate results to the various stakeholders, including but not limited to underwriters, product managers and actuaries.
Qualifications
BS degree or higher in Data Science; Actuarial Science; Mathematics; Economics; Finance",3.6,Chubb,United States,-1,10000+ Employees,1792,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),-1
Sr Data Scientist,-1,"Job Summary:
Cloud Platform Engineering creates software solutions in the cloud and for Disney teams to operate in the cloud. We enable them to do more in the cloud securely, and in less time. You will be the first Data Scientist to join this team! We do so by providing:
cloud account provisioning and automation
centralized cloud logging, operational and best practices insights
cloud cost related analytics and avoidance recommendations

Responsibilities:",3.6,The Walt Disney Company (Corporate),"Seattle, WA",-1,10000+ Employees,1923,Company - Public,Motion Picture Production & Distribution,Media,$10+ billion (USD),-1
"AI/ML - Data Scientist, Siri Data",-1,"Summary
Posted: Feb 18, 2021
Weekly Hours: 40
Role Number:200223697
Do you get excited by driving product impact via measurement and evaluation, for products and services used by hundreds of millions of people globally? The vision for the Siri Data organization is to improve Siri by using data as the voice of our customers. Within this organization the mission of the Search Analytics team is to inform product evolution through measurement, evaluation, and analysis of the user experience. You will partner with Search engineering teams to improve search quality and guide feature development with data, to deliver amazing search experiences across iPhone, iPad, HomePod, Mac, Watch, tv, across dozens of languages.
Key Qualifications",4.3,Apple,United States,-1,10000+ Employees,1976,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),-1
Senior Data Scientist,-1,"Company Description

As the world's leader in digital payments technology, Visa's mission is to connect the world through the most creative, reliable and secure payment network - enabling individuals, businesses, and economies to thrive. Our advanced global processing network, VisaNet, provides secure and reliable payments around the world, and is capable of handling more than 65,000 transaction messages a second. The company's dedication to innovation drives the rapid growth of connected commerce on any device, and fuels the dream of a cashless future for everyone, everywhere. As the world moves from analog to digital, Visa is applying our brand, products, people, network and scale to reshape the future of commerce.
At Visa, your individuality fits right in. Working here gives you an opportunity to impact the world, invest in your career growth, and be part of an inclusive and diverse workplace. We are a global team of disruptors, trailblazers, innovators and risk-takers who are helping drive economic growth in even the most remote parts of the world, creatively moving the industry forward, and doing meaningful work that brings financial literacy and digital commerce to millions of unbanked and underserved consumers.",4.1,Visa,"Arlington, VA",-1,10000+ Employees,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),-1
Data Scientist,-1,"Tradeweb is looking to add a Data Scientist to its Data & Analytics team. Our Data Science team is responsible for managing the development and optimization of advanced analytics on a global scale across the company.
In this role, you will enjoy working with one of the richest financial data sets in the world, cutting edge technology, and the ability to see your insights turned into real products on a regular basis. The ideal candidate will have experience doing advanced data analysis, will have worked with large data stores, and will have experience building machine learning models. Candidates should be curious, focused on results, a self-starter, and have demonstrated success in using analytics to drive value in an organization.
Design, build, test and deliver new data science services and advanced analytics to Tradeweb globally
Develop scalable tools leveraging machine learning and/or deep learning models to solve real-world problems in areas such as time series predictions
Suggest, collect and synthesize requirements to create an effective roadmap towards the deployment of production-level machine learning applications",4.5,Tradeweb Markets LLC,"Jersey City, NJ",-1,501 to 1000 Employees,1997,Company - Public,Financial Transaction Processing,Finance,Unknown / Non-Applicable,-1
Data Scientist (Optimization Team),-1,"Company Description
Epsilon is the leader in outcome-based marketing. We enable marketing that’s built on proof, not promises. Through Epsilon PeopleCloud, the marketing platform for personalizing consumer journeys with performance transparency, Epsilon helps marketers anticipate, activate and prove measurable business outcomes. Powered by CORE ID®, the most accurate and stable identity management platform representing 200+ million people, Epsilon’s award-winning data and technology is rooted in privacy by design and underpinned by powerful AI. With more than 50 years of experience in personalization and performance working with the world’s top brands, agencies and publishers, Epsilon is a trusted partner leading CRM, digital media, loyalty and email programs. Positioned at the core of Publicis Groupe, Epsilon is a global company with over 8,000 employees in over 40 offices around the world. For more information, visit epsilon.com. Follow us on Twitter at @EpsilonMktg.
Job Description",3.6,Epsilon,"Chicago, IL",-1,5001 to 10000 Employees,1969,Subsidiary or Business Segment,Advertising & Marketing,Business Services,$2 to $5 billion (USD),-1
"Senior Associate, Data Scientist Optimization",-1,"Innovate. Collaborate. Build. Create. Solve. The KPMG Digital Lighthouse is KPMG's award-winning Analytics & AI Center of Excellence recognized by clients and leading analyst firms in the US and globally. The KPMG Lighthouse is a curation of specialized technical capabilities and domain experts working across the digital landscape: applied data science, AI, data engineering and insights, software engineering, automation, and big data. Here, you'll work with a diverse team of professionals to explore and build solutions for clients in a multiplatform environment.
You'll be an important part of our high-energy, unique, fast-paced, and innovative culture that delivers with the agility of a tech startup and the backing of a leading global consulting firm. In this particular role, you'll work specifically in the AI Analytics & Engineering Community within the Digital Lighthouse, on a wide range of projects. From applied AI to optimization to big data platform engineering, your analytical and technical skills will drive real impact in the business world. At KPMG, our commitment to your career development helps to set us apart as an employer. We want to enhance your potential, both for yourself and as a contributor to our firm. That's why we provide every opportunity to expand your skills, knowledge and experiences through formal education and training programs, leadership development opportunities, and, as well as informal one-on-one coaching and mentoring from your KPMG colleagues.",3.9,KPMG,"Atlanta Central City Post Offi, GA",-1,10000+ Employees,1987,Company - Private,Consulting,Business Services,$1 to $2 billion (USD),-1
